variant,canonical,verdict,variant_verdict,canonical_verdict,note,dist,plural_side,v_zipf,c_zipf,v_pos,c_pos,v_wikt,c_wikt,v_corpus,c_corpus,v_gloss,c_gloss
barbeque,barbecue,variant,,,,1,,2.7,3.62,,,noun:1;verb:1,noun:6;verb:3,,NOUN:14,Alternative spelling of barbecue (“apparatus for grilling; cookout (ev,"A fireplace or pit for grilling food, typically used outdoors and trad"
racquet,racket,variant,name,,,2,,2.7,3.33,,,verb:4;noun:1,noun:8;verb:3,PROPN:1,NOUN:7,Alternative form of racket (“implement with a handle connected to a ro,An implement with a handle connected to a round frame strung with wire
industrialisation,industrialization,variant,,,,1,,2.7,3.07,,,noun:1,noun:1,,NOUN:2,Non-Oxford British English standard spelling of industrialization.,A process of social and economic change whereby a human society is tra
croquet,croquette,unrelated,,,,2,,2.7,1.74,,,noun:3;verb:1,noun:1,,,"A game played on a lawn, in which players use mallets to drive balls t","A minced, cooked food (usually meat or vegetables), which is deep-frie"
dateline,deadline,unrelated,,,,3,,2.69,4.12,,,noun:2;verb:1,noun:4;verb:1,,NOUN:18,A line at the beginning of a document (such as a newspaper article) st,A time limit in the form of a date on or before which something must b
despatch,dispatch,variant,,,,1,,2.69,3.76,,,noun:1;verb:1,verb:12;noun:5,,NOUN:9,Alternative form of dispatch.,"A message sent quickly, as a shipment, a prompt settlement of a busine"
leger,ledger,unrelated,name,,,1,,2.69,3.49,,,noun:3;adj:2;verb:1,noun:7;verb:3,PROPN:2,NOUN:8,An ambassador or minister resident at a court or seat of government.,"A book for keeping notes; a record book, a register."
phoney,phony,variant,,adj,,1,,2.69,3.35,,,adj:1;noun:1;verb:1,noun:3;adj:1;verb:1,ADJ:1,ADJ:16,Alternative form of phony.,A person who assumes an identity or quality other than their own.
stabilisation,stabilization,variant,,,,1,,2.69,3.3,,,noun:1,noun:3,,NOUN:4,Non-Oxford British English standard spelling of stabilization.,The process of stabilizing.
dominos,dominoes,unrelated,,,,1,,2.69,2.83,,,noun:2,noun:2,,,plural of domino,plural of domino
orang,orangutan,unrelated,,,,4,,2.69,2.8,,,noun:1,noun:1,,,Clipping of orangutan.,"An arboreal ape, characterised by its shaggy reddish-brown coat and lo"
ochre,okra,unrelated,,,,3,,2.69,2.63,,,noun:6;adj:2;verb:1,noun:2,NOUN:2,,"A clay earth pigment containing silica, aluminum and ferric oxide.","The edible immature mucilaginous seed pod (properly, capsule) of the A"
liberalisation,liberalization,variant,,,,1,,2.68,2.84,,,noun:1,noun:2,,NOUN:2,Non-Oxford British English standard spelling of liberalization.,The process or act of making more liberal.
ellipse,ellipsis,unrelated,,,,2,,2.68,2.43,,,noun:2;verb:1,noun:4,,NOUN:1,"A closed curve, the locus of a point such that the sum of the distance","A mark consisting of multiple full stops (with or without spaces), use"
rigour,rigor,variant,,,,1,,2.67,3.07,,,noun:7,noun:2,,NOUN:1,Severity or strictness.,US spelling of rigour.
roomy,roomie,variant,,,,2,,2.67,2.49,,,adj:1;noun:1,noun:1,ADJ:1,,Alternative spelling of roomie.,A roommate.
marten,martin,unrelated,,name,,1,,2.66,4.74,,,noun:2,noun:2,,PROPN:78,Any carnivorous mammal of the genus Martes.,"Many of the various passerine birds of the family Hirundinidae, which "
urbanisation,urbanization,variant,,,,1,,2.66,3.04,,,noun:1,noun:3,,NOUN:8,Alternative spelling of urbanization.,The process of the formation and growth of cities.
sanitarium,sanatorium,variant,,,,2,,2.66,2.81,,,noun:1,noun:1,NOUN:1,NOUN:2,Alternative form of sanatorium.,"An institution that treats chronic diseases, and provides supervised r"
bloomer,bloomers,plural,,,,1,canonical,2.66,2.38,,,noun:8,noun:3,,,An ironworker.,Any of several forms of women’s divided garment for the lower body.
gipsy,gypsy,variant,,,,1,,2.65,3.55,,,noun:1;verb:1,noun:7;adj:2;verb:2,,NOUN:4,Dated spelling of gypsy.,Alternative form of Gypsy (“member of the Romani people”).
nob,knob,unrelated,name,,,1,,2.65,3.49,,,noun:7;verb:1,noun:14;verb:3,PROPN:2,NOUN:2,The head.,"A rounded protuberance, especially one arising from a flat surface; a "
clench,clinch,unrelated,,,,1,,2.65,3.29,,,noun:5;verb:4,verb:9;noun:8,VERB:1,VERB:2,A tight grip.,Any of several fastenings.
jeweller,jeweler,variant,,,,1,,2.65,2.81,,,noun:1,noun:1,,NOUN:4,Alternative spelling of jeweler.,"A person whose job is making, repairing or selling jewelry."
lah,la,variant,,name,,1,,2.64,5.05,,,particle:17;noun:1,noun:4;intj:3;partic,,PROPN:76,Alternative spelling of la.,A syllable used in solfège to represent the sixth note of a major scal
winder,window,unrelated,,,,2,,2.64,4.8,,,noun:10;verb:1,noun:12;verb:3,NOUN:3,NOUN:124,A winding plant.,"An opening, usually covered by one or more panes of clear glass, to al"
gratuity,fee,unrelated,,,,4,,2.64,4.51,,,noun:3,noun:10;verb:1,,NOUN:23,An additional payment given freely as thanks for service.,An amount charged for a privilege.
choc,chocolate,unrelated,,,,4,,2.64,4.49,,,noun:1,noun:7;adj:3;verb:2,,NOUN:10,Clipping of chocolate.,A food made from ground roasted cocoa beans.
adaptor,adapter,variant,,,,1,,2.64,3.6,,,noun:1,noun:7,,NOUN:2,Alternative spelling of adapter.,One who is capable of adapting to differing situations.
aeon,eon,variant,,,,1,,2.64,2.7,,,noun:3,noun:6,NOUN:1,,Commonwealth standard spelling of eon.,"Eternity, the duration of the universe."
maneuverability,manoeuvrability,reverse,,,,2,,2.64,2.1,,,noun:1,noun:2,NOUN:1,,US standard spelling of manoeuvrability.,The quality of being manoeuvrable; ability to be manoeuvred.
karat,carat,variant,,name,,1,,2.63,3.15,,,noun:1,noun:3,,PROPN:11,Alternative spelling of carat.,"A metric unit of mass equal to exactly 200 mg, chiefly used for measur"
saree,sari,variant,,,,2,,2.63,3.06,,,noun:1,noun:1,,NOUN:1,Alternative form of sari.,The traditional dress of women in the Indian Subcontinent; an outer ga
verandah,veranda,variant,,,,1,,2.63,2.89,,,noun:1,noun:1,NOUN:1,NOUN:8,Alternative spelling of veranda.,"A gallery, platform, or balcony, usually roofed and often partly enclo"
omelet,omelette,reverse,,,,2,,2.63,2.85,,,noun:1,noun:2;verb:1,NOUN:3,,US standard spelling of omelette.,"A dish made with beaten eggs cooked in a frying pan without stirring, "
checkbook,chequebook,variant,,,,3,,2.63,1.96,,,noun:1,noun:1,NOUN:6,,Alternative form of chequebook.,A folder or booklet containing preprinted cheques for use by the holde
masque,mask,unrelated,name,,,3,,2.62,4.31,,,noun:5;verb:1,noun:18;verb:18,PROPN:1,NOUN:9,"A dramatic performance, often performed at court as a royal entertainm","A cover, or partial cover, for the face, used for disguise or protecti"
broach,brooch,unrelated,,,,1,,2.62,3.04,,,noun:9;verb:6,noun:2;verb:1,VERB:1,,"A series of chisel points mounted on one piece of steel. For example, ",A piece of ornamental jewellery having a pin allowing it to be fixed t
nog,noggin,unrelated,,,,3,,2.62,2.54,,,noun:8;verb:2,noun:5,,,"A wooden block, the size of a brick, built into a wall, as a hold for ","A small mug, cup or ladle; the contents of such a container."
glycerin,glycerine,variant,,,,1,,2.62,2.24,,,noun:1,noun:1,NOUN:2,NOUN:5,Alternative spelling of glycerine.,Synonym of glycerol
chamomile,camomile,reverse,,,,1,,2.62,2.04,,,noun:1,noun:4,,,US standard spelling of camomile.,An asteracean plant with a fragrance reminiscent of apples:
kerb,curb,variant,,,,2,,2.61,3.79,,,verb:2;noun:1,verb:8;noun:6,,NOUN:22,Alternative spelling of curb.,"A concrete margin along the edge of a road; a kerb (UK, Australia, New"
chink,kink,unrelated,,,,2,,2.61,3.21,,,noun:8;verb:6,noun:8;verb:4,,,A narrow opening such as a fissure or crack.,A convulsive fit of coughing or laughter; a sonorous indraft of breath
etiology,aetiology,reverse,,,,1,,2.61,1.96,,,noun:1,noun:4,,,US standard spelling of aetiology.,"The establishment of a cause, origin, or reason for something."
narc,nark,unrelated,,,,1,,2.61,1.65,,,noun:3;verb:2,verb:4;noun:3,,,A police officer or federal agent assigned to or engaging in illegal n,A police spy or informer.
monger,whoremonger,unrelated,,,,4,,2.61,1.17,,,noun:4;verb:2,noun:1,,,Chiefly preceded by a descriptive word.,A frequent customer of whores.
louse,loose,unrelated,,adj,,1,,2.6,4.46,,ADJ;ADV;VERB,noun:4;verb:2,adj:13;verb:9;noun:5,VERB:3,ADJ:58,A small parasitic wingless insect of the order Psocodea.,The release of an arrow.
cristal,crystal,variant,name,,,1,,2.6,4.4,,,adj:1;noun:1,noun:6;adj:2,PROPN:3,NOUN:27,Obsolete spelling of crystal.,A solid composed of an array of atoms or molecules possessing long-ran
aum,om,variant,name,,,2,,2.6,3.55,,,noun:2,noun:1;verb:1,,,Alternative form of om (“mystical syllable”).,"A sacred, mystical syllable used in prayer and meditation."
caddie,caddy,unrelated,,name,,2,,2.6,2.96,,,noun:5;verb:1,noun:6;verb:1,,PROPN:1,Synonym of cadet (“a gentleman (often a younger son from a noble famil,A small box or tin (can) with a lid for holding dried tea leaves used 
sulphate,sulfate,variant,,,,2,,2.59,3.19,,,noun:1;verb:1,verb:2;noun:1,,,Alternative spelling of sulfate.,Any salt or ester of sulfuric acid.
confidante,confidant,unrelated,,,,1,,2.59,2.93,,,noun:3,noun:1,NOUN:1,NOUN:3,A female confidant.,A person in whom one can confide or share one's secrets: a friend.
burka,burqa,variant,,,,1,,2.59,2.58,,,noun:2,noun:3,,,Alternative form of burqa.,"An enveloping Central Asian garment which covers the whole body, incor"
jodhpur,jodhpurs,plural,,,,1,canonical,2.59,1.77,,,noun:1,noun:1,,,Attributive form of jodhpurs.,"Flared riding trousers of heavy cloth, fitting tightly from knee to an"
synchro,synchromesh,unrelated,,,,4,,2.59,1.45,,,noun:3,noun:2;adj:1,,,"Any synchronized event, such as synchronized swimming.",A system of synchronized transmission found in modern gearboxes to mak
sone,son,unrelated,,,,1,,2.58,5.28,,,noun:2,noun:9;verb:2,,NOUN:176,a subjective unit of loudness for an average listener equal to the lou,One's male offspring.
specialisation,specialization,variant,,,,1,,2.58,3.29,,,noun:1,noun:4,,NOUN:10,Non-Oxford British English standard spelling of specialization.,The act or process of specializing.
bazar,bazaar,variant,,,,1,,2.57,3.37,,,noun:1,noun:3,,NOUN:7,Obsolete spelling of bazaar.,"A marketplace, particularly in the Middle East and South Asia, and oft"
lav,lavatory,unrelated,,,,4,,2.57,2.9,,,noun:2,noun:17;adj:1,,NOUN:4,Clipping of lavatory.,"A vessel or fixture for washing, particularly"
crozier,crosier,variant,name,,,1,,2.57,1.71,,,noun:1,noun:2,PROPN:1,,Alternative spelling of crosier.,"A staff with a hooked end similar to a shepherd's crook, or with a cro"
maxillary,maxilla,variant,,,,2,,2.56,2.45,,,adj:2;noun:2,noun:3,,,Alternative form of maxilla.,Synonym of jaw.
nosey,nosy,variant,,,,1,,2.55,2.85,ADJ,ADJ,adj:1;noun:1;verb:1,adj:2;noun:2;verb:1,,,Alternative spelling of nosy.,A look at something to satisfy one's curiosity.
juggler,jugular,unrelated,,,,2,,2.55,2.78,,,noun:5,adj:4;noun:2,,,"Agent noun of juggle; one who either literally juggles objects, or fig",Ellipsis of jugular vein.
glazer,glazier,unrelated,name,,,1,,2.55,2.26,,,noun:4,adj:1;noun:1,PROPN:6,,"One who applies glaze, as in pottery, etc.; one who gives a glasslike ","One who glazes: a craftsman who works with glass, fitting windows, etc"
kola,cola,unrelated,,,,1,,2.54,3.74,,,noun:3,noun:4,NOUN:2,,"A tree, genus Cola, bearing large brown seeds (""nuts"") that are the so","The kola plant, genus Cola, famous for its nut, or one of these nuts."
fertilisation,fertilization,variant,,,,1,,2.54,3.05,,,noun:1,noun:3,,NOUN:1,Alternative spelling of fertilization.,The act or process of rendering fertile.
draftsman,draughtsman,reverse,,,,3,,2.54,2.42,,,noun:2,noun:4,,,US standard spelling of draughtsman.,A person skilled at drawing engineering or architectural plans.
visualisation,visualization,variant,,,,1,,2.53,3.32,,,noun:1,noun:2,,NOUN:1,Non-Oxford British English standard spelling of visualization.,"The act of visualizing, or something visualized."
lasagne,lasagna,unrelated,,,,1,,2.53,3.12,,,noun:2,noun:3,,,plural of lasagna,A flat sheet of pasta.
haj,hajj,variant,,,,1,,2.53,3.04,,,noun:2,noun:1,,,Alternative spelling of hajj.,The pilgrimage to Mecca made by pious Muslims; the fifth of the five p
polarisation,polarization,variant,,,,1,,2.52,3.26,,,noun:1,noun:4,,NOUN:6,Non-Oxford British English standard spelling of polarization.,The production or the condition of polarity.
boogeyman,bogeyman,variant,,,,1,,2.52,2.5,,,noun:1,noun:2,,,Alternative form of bogeyman.,"A menacing, ghost-like monster in children's stories."
mongo,mongoloid,unrelated,,,,4,,2.52,2.33,,,noun:4,noun:3;adj:1,,,Still-usable things salvaged (by sanmen) from garbage.,A member of the racial classification of humanity composed of peoples 
travail,travel,unrelated,,,,2,,2.51,5.0,,,noun:6;verb:2,noun:7;verb:6,,NOUN:94,"Arduous or painful exertion; excessive labor, suffering, hardship.",The act of traveling; passage from place to place.
annexe,annex,variant,,,,1,,2.51,3.5,,,noun:1;verb:1,noun:4;verb:4,,VERB:1,Alternative spelling of annex.,"An addition, an extension."
anaemia,anemia,variant,,,,1,,2.51,3.17,,,noun:1,noun:3,,NOUN:5,Alternative spelling of anemia.,A medical condition in which the capacity of the blood to transport ox
uke,ukulele,unrelated,,,,4,,2.51,3.01,,,noun:3,noun:1,,,Clipping of ukulele.,A small four-stringed guitar.
rime,rhyme,unrelated,,,,2,,2.5,3.56,,,noun:9;verb:9,noun:9;verb:7,NOUN:1,NOUN:3,"Archaic in the form rimes: originally, any frozen dew forming a white ",Rhyming verse (poetic form).
standardisation,standardization,variant,,,,1,,2.5,3.09,,,noun:1,noun:2,,,Non-Oxford British English standard spelling of standardization.,"The act, process, or result of complying with a standard."
sceptic,skeptic,variant,,,,1,,2.5,2.89,,,adj:1;noun:1,noun:2;adj:1,,,Alternative spelling of skeptic.,"Someone who doubts beliefs, claims, plans, etc. that are accepted by o"
pica,pika,unrelated,,,,1,,2.5,2.57,,,noun:7,noun:1,,,A disorder characterized by appetite and craving for non-edible substa,"Any of several small, furry mammals, similar to guinea pigs, but relat"
canna,cannabis,unrelated,,,,3,,2.49,4.03,,,noun:3;contraction:1,noun:3,,,Any member of the genus Canna of tropical plants with large leaves and,"A tall annual dioecious plant (Cannabis, especially Cannabis sativa), "
cress,kris,unrelated,,,,3,,2.49,3.65,,,noun:2,noun:1;verb:1,,,"A plant of various species, chiefly cruciferous. The leaves have a mod","A traditional Indonesian, Malaysian, or Filipino sword or dagger havin"
minx,mink,unrelated,,,,1,,2.49,3.15,,,noun:4;verb:2,noun:4,,NOUN:11,"A flirtatious, impudent, or pert young woman.","Any semi-aquatic, carnivorous mammal in the Mustelinae subfamily, simi"
whizz,whiz,variant,,,,1,,2.49,2.9,,,noun:1;verb:1,noun:5;verb:4;prep:1,,NOUN:3,Alternative spelling of whiz.,A whirring or hissing sound (as above).
gynaecology,gynecology,variant,,,,1,,2.49,2.84,,,noun:1,noun:1,,,Alternative spelling of gynecology.,"The study of, or the branch of medicine specializing in, the medical p"
tricolor,tricolour,reverse,,,,1,,2.49,2.3,,,adj:1;noun:1,noun:2;adj:1,NOUN:1,,US standard spelling of tricolour.,A flag consisting of three stripes that are either vertical or horizon
torr,tor,variant,,,,1,,2.48,3.57,,,noun:2,noun:2;adj:1,,,Archaic form of tor.,"A craggy outcrop of rock on the summit of a hill, created by the erosi"
ameer,emir,variant,,,,3,,2.48,3.05,,,noun:1,noun:2,,,Alternative form of emir.,"A prince, commander or other leader or ruler in an Islamic nation."
duffle,duffel,variant,,,,2,,2.48,2.73,,,noun:1,noun:2,,NOUN:3,Alternative spelling of duffel.,"A kind of coarse woolen cloth, having a thick nap or frieze."
conceptualization,conceptualisation,reverse,,,,1,,2.48,1.77,,,noun:1,noun:1,NOUN:1,,Alternative spelling of conceptualisation.,"The act of conceptualising, or something conceptualised."
pud,pood,unrelated,,,,2,,2.47,1.34,,,noun:4,noun:2,,,Pudding (either sweet or savoury).,"An obsolete Russian unit of mass, equal to 40 Russian funt, or about 1"
connexion,connection,variant,,,,2,,2.46,4.76,,,noun:3,noun:16,NOUN:2,NOUN:77,Dated spelling of connection.,The act of connecting.
soph,sophomore,unrelated,,,,4,,2.46,3.69,,,noun:2,adj:2;noun:2,,NOUN:5,Clipping of sophomore.,"A second-year undergraduate student in a college or university, or a s"
immunisation,immunization,variant,,,,1,,2.46,3.01,,,noun:2,noun:3,,NOUN:1,Alternative spelling of immunization.,The process by which a person is safely exposed in a controlled manner
bogie,bogey,unrelated,,,,2,,2.46,2.92,,,noun:11,noun:15;verb:2,,NOUN:5,"A low, hand-operated truck, generally with four wheels, used for trans","A ghost, goblin, or other hostile supernatural creature."
candour,candor,variant,,,,1,,2.46,2.8,,,noun:1,noun:3,NOUN:1,NOUN:2,British and Canada standard spelling of candor.,The state of being sincere and open in speech; honesty in expression.
cesium,caesium,reverse,,,,1,,2.46,2.19,,,noun:1,noun:1,,,Alternative form of caesium.,The chemical element (symbol Cs) with an atomic number of 55. It is a 
horsey,horsy,variant,,,,1,,2.46,1.12,ADJ,ADJ,adj:1;noun:1,adj:3;noun:2,,,Alternative spelling of horsy.,A child's term or name for a horse.
localisation,localization,variant,,,,1,,2.45,3.27,,,noun:1,noun:7,,NOUN:2,Alternative spelling of localization.,The act of localizing.
lacklustre,lackluster,variant,,,,2,,2.45,2.99,ADJ,ADJ,adj:1;noun:1,adj:3;noun:2,,ADJ:5,Alternative spelling of lackluster.,Lack of brightness or points of interest.
kiddy,kiddie,unrelated,,,,2,,2.45,2.94,,,noun:4;adj:1;verb:1,noun:1,,,A small kid (young goat).,A child.
weft,waif,unrelated,,,,3,,2.45,2.35,,,noun:4,noun:7;verb:1,,NOUN:1,The horizontal threads that are interlaced through the warp in a woven,"An article of movable property which has been found, and of which the "
ikon,icon,variant,,,,1,,2.44,4.16,,,noun:1,noun:6,,NOUN:1,Alternative form of icon (religious image).,"An image, symbol, picture, portrait, or other representation, usually "
